year,canton,mppa_a,mppa_b,mppa_c,mppa_d,mppa_e,hm_a,hm_b,hm_c,hm_d,hm_e,tot_a,tot_b,tot_c,tot_d,tot_e
2006,ZH,,6.3,8.5,14.8,.2,44.7,7226.9,4570.9,11842.6,70.3,44.7,7233.2,4579.4,11857.4,70.5
2006,BE,,,,,,16.6,7341,4140.3,11497.9,65.7,16.6,7341,4140.3,11497.9,65.7
2006,LU,,9.6,13.2,22.8,,2.8,2622.8,1330.6,3956.2,14.2,2.8,2632.4,1343.8,3979,14.2
2006,UR,,10.3,10.5,20.8,,,251.8,102.6,354.5,1.7,,262.1,113.1,375.3,1.7
2006,SZ,,,,,,,709.1,439.6,1148.7,7.4,,709.1,439.6,1148.7,7.4
2006,OW,,,,,,,220.3,137.8,358.2,2,,220.3,137.8,358.2,2
2006,NW,,12.9,5.9,18.8,,,199,115.2,314.2,1,,211.9,121.1,333,1
2006,GL,,111.1,61.7,172.7,.5,,115.8,83,198.8,1,,226.8,144.7,371.5,1.5
2006,ZG,,,,,,1.2,455.5,290.5,747.2,7.7,1.2,455.5,290.5,747.2,7.7
2006,FR,,44.8,68.40000000000001,113.2,16.7,1.3,1771.1,724.2,2496.6,2.6,1.3,1815.9,792.6,2609.8,19.2
2006,SO,,,,,,,1313.5,756.5,2070,8.4,,1313.5,756.5,2070,8.4
2006,BS,,,,,,,1714.7,589,2303.7,5.1,,1714.7,589,2303.7,5.1
2006,BL,,13.2,12.9,26.1,,1.5,1396.9,701.8,2100.2,3,1.5,1410.1,714.7,2126.3,3
2006,SH,,,,,,,555.7,350.1,905.8,6.4,,555.7,350.1,905.8,6.4
2006,AR,,77.3,58,135.3,.2,,287.7,197,484.7,2.4,,365,255,620,2.6
2006,AI,,28.9,37.8,66.7,.9,,,,,,,28.9,37.8,66.7,.9
2006,SG,,56.5,49.7,106.2,.7,.5,2573,1386.5,3959.9,17.6,.5,2629.5,1436.2,4066.2,18.3
2006,GR,,,,,,2,1176.8,653.9,1832.6,6.5,2,1176.8,653.9,1832.6,6.5
2006,AG,,153,59.1,212.1,.9,3.6,2471.2,1350.7,3825.5,19.4,3.6,2624.2,1409.8,4037.6,20.3
2006,TG,,20.1,15,35.1,,.4,1095.8,788.8,1885,7.6,.4,1115.9,803.8,1920.1,7.6
2006,TI,,,,,,21,2315.7,1200.5,3537.1,25.8,21,2315.7,1200.5,3537.1,25.8
2006,VD,,8.5,22.9,31.4,0,.2,3653.6,1843.1,5496.9,3.3,.2,3662.1,1865.9,5528.2,3.4
2006,VS,,,,,,1.1,1525.2,670.8,2197.1,3.9,1.1,1525.2,670.8,2197.1,3.9
2006,NE,,,,,,9.4,1438.1,748.7,2196.2,5.4,9.4,1438.1,748.7,2196.2,5.4
2006,GE,,9.1,2.5,11.6,,7.9,2148.1,1001.3,3157.2,9.300000000000001,7.9,2157.2,1003.7,3168.8,9.300000000000001
2006,JU,,,,,,3,466,209.8,678.7,.1,3,466,209.8,678.7,.1
2006,CH,,561.6,426.1,987.7,20.2,117.1,45045.5,24383,69545.5,297.7,117.1,45607.1,24809.1,70533.2,317.9
2007,ZH,,12.6,12,24.7,1.281,34.3,7927.2,4633.1,12594.6,59.773,34.3,7939.9,4645.2,12619.3,61.054
2007,BE,,,,,,10.8,7412.1,4002.5,11425.4,51.727,10.8,7412.1,4002.5,11425.4,51.727
2007,LU,,11.9,15.2,27.1,,3.8,2613.4,1306.4,3923.6,19.129,3.8,2625.3,1321.5,3950.7,19.129
2007,UR,,13.7,12.4,26.1,,,285.4,113,398.4,1.148,,299.1,125.3,424.5,1.148
2007,SZ,,,,,,,737.9,436.9,1174.7,6.169,,737.9,436.9,1174.7,6.169
2007,OW,,,,,,,226.2,137.5,363.7,.416,,226.2,137.5,363.7,.416
2007,NW,,15.8,7.3,23.1,,,211.5,121.7,333.2,1.614,,227.4,129,356.3,1.614
2007,GL,,131.8,99.3,231,,,121.3,86.2,207.5,,,253.1,185.4,438.5,
2007,ZG,,,,,,1,483.8,283.4,768.2,7.591,1,483.8,283.4,768.2,7.591
2007,FR,,37.6,45.6,83.2,16.427,.5,1818.6,716.2,2535.3,2.072,.5,1856.2,761.8,2618.5,18.499
2007,SO,,,,,,,1414.7,739.7,2154.4,7.02,,1414.7,739.7,2154.4,7.02
2007,BS,,,,,,,1711.6,586.9,2298.4,3.835,,1711.6,586.9,2298.4,3.835
2007,BL,,18.5,17.4,36,,1.6,1450.4,729.9,2181.8,2.64,1.6,1468.9,747.3,2217.8,2.64
2007,SH,,,,,,.5,562.3,363.4,926.2,3.029,.5,562.3,363.4,926.2,3.029
2007,AR,,81.09999999999989,59.1,140.1,.238,,304.3,180.1,484.4,2.238,,385.4,239.1,624.5,2.476
2007,AI,,30.2,30.2,60.4,.9370000000000001,,33.5,12.5,46,.571,,63.7,42.7,106.3,1.509
2007,SG,,60.6,49,109.6,.33,1.5,2589.2,1384.8,3975.5,19.609,1.5,2649.8,1433.8,4085.2,19.939
2007,GR,,,,,,1.6,1224.7,652.6,1878.9,9.269,1.6,1224.7,652.6,1878.9,9.269
2007,AG,,174.5,56.4,230.9,.493,6,2833.3,1368,4207.3,16.086,6,3007.8,1424.4,4438.2,16.58
2007,TG,,25.2,11.2,36.4,,.3,1378.1,760.4,2138.7,6.492,.3,1403.2,771.6,2175.1,6.492
2007,TI,,,,,,25.5,2391.5,1181.7,3598.7,29.72,25.5,2391.5,1181.7,3598.7,29.72
2007,VD,,9.19999999999999,19.8,29,.05,1,3798.3,1916.3,5715.7,2.254,1,3807.5,1936.1,5744.7,2.304
2007,VS,,,,,,.2,1575.8,681.5,2257.4,2.903,.2,1575.8,681.5,2257.4,2.903
2007,NE,,,,,,5.5,1426.2,719,2150.7,3.115,5.5,1426.2,719,2150.7,3.115
2007,GE,,9.4,3.7,13,,6,2129.8,1006.3,3142.1,14.515,6,2139.2,1009.9,3155.1,14.515
2007,JU,,,,,,2.6,471.7,214,688.4,.105,2.6,471.7,214,688.4,.105
2007,CH,,632.1,438.4,1070.5,19.756,102.8,47132.7,24333.6,71569.10000000001,273.039,102.8,47764.7,24772,72639.60000000001,292.795
2008,ZH,,10.9,10.1,21,.419,26.7,8089.9,4686.5,12803,57.877,26.7,8100.8,4696.5,12824,58.296
2008,BE,,,,,,11.5,7507.7,3981.5,11500.8,57.089,11.5,7507.7,3981.5,11500.8,57.089
2008,LU,,11.5,14.2,25.6,,3,2687.9,1359,4049.9,12.45,3,2699.3,1373.2,4075.5,12.45
2008,UR,,14.3,12.7,27.1,,,310.2,118.5,428.7,1.024,,324.5,131.3,455.8,1.024
2008,SZ,,,,,,,777.8,440.6,1218.3,5.294,,777.8,440.6,1218.3,5.294
2008,OW,,,,,,,224.3,135.8,360.2,1.464,,224.3,135.8,360.2,1.464
2008,NW,,16.4,10,26.5,,,212.1,118.6,330.7,2.862,,228.6,128.6,357.2,2.862
2008,GL,,138.5,102.1,240.7,,,121.8,86.59999999999989,208.4,,,260.3,188.7,449,
2008,ZG,,,,,,1.7,521.5,310.8,834,9.146000000000001,1.7,521.5,310.8,834,9.146000000000001
2008,FR,,26.1,38,64.09999999999989,9.359999999999991,.4,1806.8,710.2,2517.4,2.161,.4,1832.9,748.1,2581.5,11.521
2008,SO,,,,,,,1449.2,744.6,2193.8,5.559,,1449.2,744.6,2193.8,5.559
2008,BS,,,,,,,1784.1,600.7,2384.8,2.89,,1784.1,600.7,2384.8,2.89
2008,BL,,20,19.3,39.3,,1.6,1514.5,770.4,2286.5,2.697,1.6,1534.5,789.7,2325.8,2.697
2008,SH,,,,,,,553.1,355.4,908.5,1.6,,553.1,355.4,908.5,1.6
2008,AR,,80.3,58.2,138.5,.443,,302,201.2,503.2,2.429,,382.3,259.3,641.6,2.871
2008,AI,,26.5,27.4,53.9,.457,,33.8,9.9,43.7,.571,,60.3,37.4,97.59999999999989,1.029
2008,SG,,15.6,20.2,35.9,.282,.9,2737.5,1462.1,4200.5,21.228,.9,2753.1,1482.3,4236.3,21.51
2008,GR,,,,,,0,1261.6,673.8,1935.5,6.469,0,1261.6,673.8,1935.5,6.469
2008,AG,,184.9,60.2,245.1,.429,6.3,2935.6,1367.5,4309.3,18.719,6.3,3120.5,1427.6,4554.4,19.148
2008,TG,,28.2,10.4,38.6,,.1,1399.5,795.2,2194.9,4.518,.1,1427.7,805.6,2233.5,4.518
2008,TI,.8,14.5,36.4,51.6,,24.3,2351.9,1166,3542.1,27.58,25,2366.4,1202.3,3593.8,27.58
2008,VD,,10,21.1,31.1,.038,1.6,3956.2,1960.3,5918.2,3.888,1.6,3966.2,1981.4,5949.3,3.926
2008,VS,,,,,,.4,1651.4,704.5,2356.3,2.175,.4,1651.4,704.5,2356.3,2.175
2008,NE,,,,,,5.1,1452.4,713.6,2171.2,.829,5.1,1452.4,713.6,2171.2,.829
2008,GE,,8.69999999999999,2.6,11.3,,7.8,2233.3,1036.7,3277.8,16.313,7.8,2241.9,1039.3,3289,16.313
2008,JU,,,,,,2.9,451.6,217.7,672.2,.2,2.9,451.6,217.7,672.2,.2
2008,CH,.8,606.6,442.8,1050.2,11.428,94.3,48327.7,24727.7,73149.7,267.031,95,48934.3,25170.6,74199.89999999991,278.46
2009,ZH,,14.6,10.9,25.5,.181,26,8488.700000000001,4832.9,13347.6,73.078,26,8503.200000000001,4843.8,13373,73.259
2009,BE,,,,,,13.1,7806.2,4031.8,11851.2,51.103,13.1,7806.2,4031.8,11851.2,51.103
2009,LU,,11.2,14.7,25.9,,3.3,2761.7,1374.6,4139.6,16.93,3.3,2773,1389.3,4165.6,16.93
2009,UR,,,,,,,327.1,133.2,460.3,1.167,,327.1,133.2,460.3,1.167
2009,SZ,,,,,,,809.8,459.8,1269.6,5.913,,809.8,459.8,1269.6,5.913
2009,OW,,,,,,,230.6,151.9,382.5,1.429,,230.6,151.9,382.5,1.429
2009,NW,,15.2,9.69999999999999,24.9,,,208.8,117.7,326.5,2.813,,224,127.4,351.4,2.813
2009,GL,,137.6,84.5,222,,,123.3,90,213.3,,,260.9,174.5,435.3,
2009,ZG,,,,,,2,559.2,327.6,888.8,8.36999999999999,2,559.2,327.6,888.8,8.36999999999999
2009,FR,,22.6,43.6,66.2,,.3,1842.8,718.5,2561.6,3.566,.3,1865.5,762,2627.8,3.566
2009,SO,,,,,,,1440.1,759.3,2199.4,10.328,,1440.1,759.3,2199.4,10.328
2009,BS,,,,,,,1859.9,602.2,2462.2,2.957,,1859.9,602.2,2462.2,2.957
2009,BL,,22.4,19.4,41.9,,.2,1581.7,764.3,2346.2,2.667,.2,1604.1,783.8,2388.1,2.667
2009,SH,,,,,,,579.5,374.1,953.6,4.022,,579.5,374.1,953.6,4.022
2009,AR,,90.09999999999989,63.3,153.5,.288,,296,200.1,496.1,1.2,,386.1,263.4,649.5,1.488
2009,AI,,26.3,29.2,55.4,.307,,38.4,5.9,44.4,.571,,64.7,35.1,99.8,.879
2009,SG,.2,9.800000000000001,22.7,32.7,.669,1.2,2776,1486.4,4263.6,18.314,1.4,2785.8,1509.1,4296.3,18.983
2009,GR,,,,,,1.5,1373.5,713.5,2088.5,7.655,1.5,1373.5,713.5,2088.5,7.655
2009,AG,,19.7,11.9,31.6,.214,6.8,3201.4,1493.6,4701.9,19.981,6.8,3221.1,1505.6,4733.5,20.196
2009,TG,,,,,,,1443.5,785.3,2228.8,5.043,,1443.5,785.3,2228.8,5.043
2009,TI,.8,10.8,20.7,32.2,,25.9,2423.6,1182.8,3632.3,27.637,26.7,2434.3,1203.5,3664.5,27.637
2009,VD,,9.1,21.8,30.9,.043,6.4,4143.3,2040.2,6189.8,8.183,6.4,4152.4,2061.9,6220.7,8.226000000000001
2009,VS,,,,,,1.1,1718.8,730.7,2450.6,2.45,1.1,1718.8,730.7,2450.6,2.45
2009,NE,,,,,,6.7,1486.4,729.9,2222.9,.67,6.7,1486.4,729.9,2222.9,.67
2009,GE,,9.800000000000001,3.1,12.9,,7.6,2282.4,1064.2,3354.3,17.82,7.6,2292.1,1067.3,3367.1,17.82
2009,JU,,,,,,2.6,481.1,212.7,696.4,.225,2.6,481.1,212.7,696.4,.225
2009,CH,.9,399.2,355.4,755.5,1.702,104.9,50283.7,25383.3,75771.8,294.09,105.8,50682.8,25738.7,76527.39999999991,295.792
2010,ZH,,14.7,10.2,24.9,.171,23.4,8602.200000000001,4757,13382.6,61.179,23.4,8616.9,4767.2,13407.5,61.35
2010,BE,,,,,,11.6,8023.1,4187.5,12222.2,69.889,11.6,8023.1,4187.5,12222.2,69.889
2010,LU,,10.8,16.2,27,,2.2,2917.3,1438.5,4358,15.526,2.2,2928.1,1454.7,4385,15.526
2010,UR,,,,,,,338.3,140.7,479,1.119,,338.3,140.7,479,1.119
2010,SZ,,,,,,,820.9,466.6,1287.5,6.7,,820.9,466.6,1287.5,6.7
2010,OW,,,,,,,248,146.3,394.3,1.792,,248,146.3,394.3,1.792
2010,NW,,17.5,9.300000000000001,26.8,,,221.2,117.5,338.7,3.549,,238.7,126.8,365.5,3.549
2010,GL,,138.1,90.3,228.4,,,123.2,88.90000000000001,212.1,,,261.3,179.2,440.5,
2010,ZG,,,,,,1.4,581,345.7,928.2,10.791,1.4,581,345.7,928.2,10.791
2010,FR,,26.3,40.9,67.2,.905,2.9,1866.1,709,2578,3.862,2.9,1892.4,749.9,2645.2,4.767
2010,SO,,,,,,,1549.4,794,2343.4,10.843,,1549.4,794,2343.4,10.843
2010,BS,,,,,,,1870.7,611.8,2482.4,2.934,,1870.7,611.8,2482.4,2.934
2010,BL,,22.9,20.5,43.4,,,1669.3,812,2481.2,2.881,,1692.1,832.5,2524.6,2.881
2010,SH,,109.9,.4,110.3,,,572.9,369.3,942.2,3.885,,682.8,369.7,1052.5,3.885
2010,AR,,99.8,67.09999999999989,167,.05,,310.9,206.8,517.8,1.08,,410.8,274,684.7,1.13
2010,AI,,36.7,27.6,64.3,.307,,36.7,6.4,43,.571,,73.3,34,107.3,.879
2010,SG,,8.1,16.2,24.3,.079,,2862.1,1545.5,4407.6,20.52,,2870.2,1561.7,4431.9,20.599
2010,GR,,,,,,1.5,1429.3,735.8,2166.6,5.676,1.5,1429.3,735.8,2166.6,5.676
2010,AG,,81.8,46,127.8,.278,9.6,3213,1532,4754.7,59.007,9.6,3294.8,1578,4882.5,59.285
2010,TG,,19,10.3,29.3,,,1457.4,770.7,2228,2.206,,1476.3,780.9,2257.3,2.206
2010,TI,,8.19999999999999,.7,9,,23.6,2681,1294.6,3999.1,27.208,23.6,2689.3,1295.3,4008.1,27.208
2010,VD,,10.1,20.2,30.3,.038,4.5,4330.5,2143.6,6478.7,5.741,4.5,4340.7,2163.8,6509,5.779
2010,VS,,,,,,.3,1763.3,759.2,2522.7,2.54,.3,1763.3,759.2,2522.7,2.54
2010,NE,,,,,,5.6,1449.8,718.3,2173.7,.975,5.6,1449.8,718.3,2173.7,.975
2010,GE,,9,2.9,11.8,,5.6,2364.2,1097.7,3467.5,20.434,5.6,2373.1,1100.6,3479.3,20.434
2010,JU,,,,,,1.8,464.1,205.5,671.4,.39,1.8,464.1,205.5,671.4,.39
2010,CH,,613,378.8,991.8,1.828,94,51765.9,26000.9,77860.8,341.299,94,52378.9,26379.7,78852.5,343.127
2011,ZH,,13.2,11.5,24.7,.205,30.4,9096.79999999999,4938.1,14065.3,78.7,30.4,9110,4949.6,14090,78.904
2011,BE,,,,,,15.8,8144.7,4121.4,12281.9,61.993,15.8,8144.7,4121.4,12281.9,61.993
2011,LU,,.7,11.2,11.9,,4.1,2954.4,1466.2,4424.7,13.631,4.1,2955.2,1477.4,4436.6,13.631
2011,UR,,,,,,.9,326.5,141.4,468.8,1.129,.9,326.5,141.4,468.8,1.129
2011,SZ,,,,,,,851.9,466.7,1318.6,4.69,,851.9,466.7,1318.6,4.69
2011,OW,,,,,,,256.5,162.7,419.2,1.31,,256.5,162.7,419.2,1.31
2011,NW,,,1.7,1.7,,,238.6,126.2,364.8,3.236,,238.6,127.9,366.5,3.236
2011,GL,,143.5,94.5,238,.429,,117.8,85,202.8,,,261.3,179.5,440.8,.429
2011,ZG,,,,,,1.8,596.3,358.2,956.2,11.386,1.8,596.3,358.2,956.2,11.386
2011,FR,,30,40.9,70.90000000000001,,.1,2047.7,690,2737.7,3.699,.1,2077.7,730.9,2808.6,3.699
2011,SO,,,,,,,1570.4,800.5,2370.9,9.436999999999991,,1570.4,800.5,2370.9,9.436999999999991
2011,BS,,,,,,,1828.7,607.6,2436.3,2.663,,1828.7,607.6,2436.3,2.663
2011,BL,,24,20.4,44.4,,,1695,817.8,2512.7,2.286,,1719,838.1,2557.1,2.286
2011,SH,,,,,,1,787.7,456.4,1245.1,4.24,1,787.7,456.4,1245.1,4.24
2011,AR,,126,59.4,185.4,,,327.2,183,510.2,.286,,453.2,242.4,695.6,.286
2011,AI,,43,36.4,79.40000000000001,.457,,36.2,2.6,38.9,.952,,79.2,39.1,118.3,1.41
2011,SG,,6.3,7.7,14,.099,,2901.4,1576.6,4478.1,27.136,,2907.7,1584.3,4492,27.235
2011,GR,,,,,,3.6,1483.5,754.5,2241.6,7.313,3.6,1483.5,754.5,2241.6,7.313
2011,AG,,11.8,14.4,26.2,.214,6.6,3350.8,1630.2,4987.6,40.274,6.6,3362.5,1644.7,5013.9,40.489
2011,TG,,,,,,,1541.8,778.2,2320,5.35,,1541.8,778.2,2320,5.35
2011,TI,,8.6,.8,9.4,,25.8,2756.6,1328.5,4110.9,15.357,25.8,2765.3,1329.3,4120.3,15.357
2011,VD,,14.4,21.7,36,.04,5,4451.6,2200.1,6656.8,6.404,5,4466,2221.8,6692.8,6.444
2011,VS,,,,,,.4,1842,792.7,2635.1,3.139,.4,1842,792.7,2635.1,3.139
2011,NE,,,,,,5.8,1477.4,732.3,2215.5,.311,5.8,1477.4,732.3,2215.5,.311
2011,GE,,,,,,6.6,2465.9,1186.6,3659,19.736,6.6,2465.9,1186.6,3659,19.736
2011,JU,,,,,,1.6,483.2,206.2,691,.414,1.6,483.2,206.2,691,.414
2011,CH,,421.4,320.6,742,1.444,109.7,53630.5,26609.6,80349.8,325.073,109.7,54051.9,26930.3,81091.89999999991,326.517
2012,ZH,,7.3,6.6,13.9,.19,43.8,9791.700000000001,5274.2,15109.8,86.17,43.8,9799,5280.8,15123.6,86.36
2012,BE,,,,,,17.7,8531.79999999999,4331,12880.5,70.13,17.7,8531.79999999999,4331,12880.5,70.13
2012,LU,,1.9,9.4,11.3,,3.3,3023.3,1480.5,4507.1,21.747,3.3,3025.2,1489.9,4518.3,21.747
2012,UR,,,,,,,326.4,139.9,466.3,1.129,,326.4,139.9,466.3,1.129
2012,SZ,,,,,,,969.2,534.5,1503.7,7.369,,969.2,534.5,1503.7,7.369
2012,OW,,,,,,,255.8,161.4,417.3,1.381,,255.8,161.4,417.3,1.381
2012,NW,,,1.4,1.4,,,253.4,132.9,386.3,3.547,,253.4,134.3,387.8,3.547
2012,GL,,,,,,,267.8,185.5,453.4,.387,,267.8,185.5,453.4,.387
2012,ZG,,,,,,1.5,604.1,365,970.6,11.024,1.5,604.1,365,970.6,11.024
2012,FR,,13.1,28.3,41.3,,1,2127.3,710.3,2838.6,5.921,1,2140.4,738.6,2880,5.921
2012,SO,,,,,,,1607.1,791.4,2398.5,10.879,,1607.1,791.4,2398.5,10.879
2012,BS,,,,,,,1873.8,630.7,2504.5,5.068,,1873.8,630.7,2504.5,5.068
2012,BL,,,,,,,1793.9,881.4,2675.3,6.024,,1793.9,881.4,2675.3,6.024
2012,SH,,,,,,.5,790.9,451.8,1243.3,6.407,.5,790.9,451.8,1243.3,6.407
2012,AR,,,,,,,498.1,283.4,781.5,1.668,,498.1,283.4,781.5,1.668
2012,AI,,5.2,1.3,6.5,,,79.90000000000001,36.2,116.1,1.407,,85.09999999999989,37.5,122.6,1.407
2012,SG,,5.9,7.2,13.1,.05,,2992.7,1590.3,4583,33.839,,2998.6,1597.5,4596.1,33.888
2012,GR,,,,,,2.1,1473.8,722.6,2198.5,8.111000000000001,2.1,1473.8,722.6,2198.5,8.111000000000001
2012,AG,,15.1,12.4,27.5,.214,6.5,3550.6,1751.2,5308.2,48.524,6.5,3565.7,1763.6,5335.8,48.738
2012,TG,,,,,,,1578.9,801.8,2380.7,8.006,,1578.9,801.8,2380.7,8.006
2012,TI,,8.5,.7,9.300000000000001,,24.6,2799,1308.5,4132.2,19.696,24.6,2807.5,1309.3,4141.5,19.696
2012,VD,,16,20.6,36.6,.044,7.5,4592,2229,6828.4,5.549,7.5,4607.9,2249.6,6865,5.593
2012,VS,,,,,,.1,1944.9,823.2,2768.2,6.349,.1,1944.9,823.2,2768.2,6.349
2012,NE,,,,,,6.9,1555,771.3,2333.2,7.898,6.9,1555,771.3,2333.2,7.898
2012,GE,,,,,,6.7,2533.4,1196.6,3736.7,28.314,6.7,2533.4,1196.6,3736.7,28.314
2012,JU,,,,,,.3,484.7,209.4,694.5,.486,.3,484.7,209.4,694.5,.486
2012,CH,,72.90000000000001,87.90000000000001,160.9,.498,122.6,56299.3,27794.3,84216.3,407.027,122.6,56372.2,27882.2,84377.10000000001,407.525
2013,ZH,,6.7,6.5,13.3,.162,42,10162.3,5433.1,15637.4,84.767,42,10169,5439.6,15650.7,84.929
2013,BE,,,,,,18.3,8715.9,4468.2,13202.4,70.667,18.3,8715.9,4468.2,13202.4,70.667
2013,LU,,2.5,8,10.5,,.2,3117,1519.5,4636.7,21.241,.2,3119.5,1527.4,4647.2,21.241
2013,UR,,,,,,,337.7,143.5,481.2,1.319,,337.7,143.5,481.2,1.319
2013,SZ,,,,,,,1013.6,530.6,1544.2,8.574,,1013.6,530.6,1544.2,8.574
2013,OW,,,,,,,273.2,170.3,443.5,1.714,,273.2,170.3,443.5,1.714
2013,NW,,,,,,,271.1,139.1,410.2,4,,271.1,139.1,410.2,4
2013,GL,,,,,,,291.9,207.5,499.4,.394,,291.9,207.5,499.4,.394
2013,ZG,,,,,,1.4,701.6,430,1133.1,11.258,1.4,701.6,430,1133.1,11.258
2013,FR,,27.4,22.4,49.8,,1,2143.5,766.1,2910.6,5.274,1,2170.9,788.5,2960.4,5.274
2013,SO,,,,,,,1665.2,817.1,2482.3,11.259,,1665.2,817.1,2482.3,11.259
2013,BS,,,,,,,1915.8,631,2546.9,3.984,,1915.8,631,2546.9,3.984
2013,BL,,,,,,,1847.4,935.8,2783.2,5.127,,1847.4,935.8,2783.2,5.127
2013,SH,,,,,,3.9,811.6,439.9,1255.3,7.586,3.9,811.6,439.9,1255.3,7.586
2013,AR,,,,,,,566.3,307.7,874,1.363,,566.3,307.7,874,1.363
2013,AI,,5.1,1.3,6.4,,,84.09999999999989,32.9,117,1.481,,89.2,34.1,123.4,1.481
2013,SG,,7.2,6.2,13.4,.074,,3090.6,1630.7,4721.3,34.05,,3097.7,1637,4734.7,34.124
2013,GR,,,,,,.5,1553.4,764.5,2318.4,19.957,.5,1553.4,764.5,2318.4,19.957
2013,AG,,9.5,10,19.5,.024,6.1,3741.7,1816.1,5563.9,57.177,6.1,3751.2,1826.1,5583.4,57.2
2013,TG,,,,,,.8,1651.4,832.5,2484.7,10.997,.8,1651.4,832.5,2484.7,10.997
2013,TI,,8,.8,8.800000000000001,,22.8,2913.8,1309.2,4245.8,24.102,22.8,2921.8,1309.9,4254.6,24.102
2013,VD,,25.3,40,65.3,.043,20.1,4762.4,2303.6,7086,3.81,20.1,4787.7,2343.6,7151.4,3.853
2013,VS,,,,,,.1,1970.8,830.8,2801.6,8.08799999999999,.1,1970.8,830.8,2801.6,8.08799999999999
2013,NE,,,,,,5.3,1576.8,766.5,2348.7,10.093,5.3,1576.8,766.5,2348.7,10.093
2013,GE,,,,,,5.6,2529.6,1213.3,3748.5,25.946,5.6,2529.6,1213.3,3748.5,25.946
2013,JU,,,,,,,489,215.5,704.4,.627,,489,215.5,704.4,.627
2013,CH,,91.7,95.2,186.9,.303,128.3,58197.6,28654.9,86980.8,434.853,128.3,58289.3,28750.1,87167.7,435.156
2014,ZH,,2.0114468864,2.4666866137,4.4781335002,.0476190476,44.102804515,10591.504068,5697.2480099,16332.854882,75.05,44.102804515,10593.515515,5699.7146965,16337.333016,75.097619048
2014,BE,,,,,,12.789073198,8898.75829589999,4577.6292557,13489.176625,70.70142857099989,12.789073198,8898.75829589999,4577.6292557,13489.176625,70.70142857099989
2014,LU,,3.6205164993,8.7269249163,12.347441416,,3.7108791209,3151.0318395,1559.6036355,4714.3463541,25.275238095,3.7108791209,3154.652356,1568.3305604,4726.6937955,25.275238095
2014,UR,,,,,,,346.60969424,147.92503967,494.53473391,.4619047619,,346.60969424,147.92503967,494.53473391,.4619047619
2014,SZ,,,,,,,1019.0693821,553.05625488,1572.125637,8.3195238095,,1019.0693821,553.05625488,1572.125637,8.3195238095
2014,OW,,,,,,,263.37374283,179.41752792,442.79127075,2.3838095238,,263.37374283,179.41752792,442.79127075,2.3838095238
2014,NW,,,,,,,268.28901857,140.87846303,409.16748161,4.2128571429,,268.28901857,140.87846303,409.16748161,4.2128571429
2014,GL,,,,,,,285.54424197,208.08020914,493.6244511,.769047619,,285.54424197,208.08020914,493.6244511,.769047619
2014,ZG,,,,,,.25,686.05957618,428.31215517,1114.6217313,15.95047619,.25,686.05957618,428.31215517,1114.6217313,15.95047619
2014,FR,,29.24918598,23.789330055,53.038516035,,1,2153.8751494,808.92763016,2963.8027796,5.49,1,2183.1243354,832.71696022,3016.8412956,5.49
2014,SO,,,,,,,1784.290376,888.1018713,2672.3922474,13.24,,1784.290376,888.1018713,2672.3922474,13.24
2014,BS,,,,,,,1984.7572975,665.75700786,2650.5143053,3.7057142857,,1984.7572975,665.75700786,2650.5143053,3.7057142857
2014,BL,,,,,,,1943.4361888,993.12987686,2936.5660657,6.3995238095,,1943.4361888,993.12987686,2936.5660657,6.3995238095
2014,SH,,,,,,3.6163481666,831.79408468,444.49923298,1279.9096658,7.3661904762,3.6163481666,831.79408468,444.49923298,1279.9096658,7.3661904762
2014,AR,,,,,,,568.19909976,309.97759697,878.17669673,1.489047619,,568.19909976,309.97759697,878.17669673,1.489047619
2014,AI,,4.5921550095,1.2689035917,5.8610586011,.0285714286,,84.220140797,31.278388278,115.49852908,1.8514285714,,88.8122958059999,32.54729187,121.35958768,1.88
2014,SG,,7.3402499461,5.2432880845,12.583538031,.0495238095,,3160.2762104,1650.3969252,4810.6731356,34.063333333,,3167.6164603,1655.6402133,4823.2566736,34.112857143
2014,GR,,,,,,4.3897024091,1612.4577828,780.15596031,2397.0034455,20.876190476,4.3897024091,1612.4577828,780.15596031,2397.0034455,20.876190476
2014,AG,,6.3703529412,11.471558351,17.841911293,,7.6867422297,3777.3165408,1791.9839212,5576.9872043,59.089047619,7.6867422297,3783.6868938,1803.4554796,5594.8291156,59.089047619
2014,TG,,,,,,1.5,1682.5052893,874.09148095,2558.0967702,14.986666667,1.5,1682.5052893,874.09148095,2558.0967702,14.986666667
